indice,Fluxo Escolar - Label,Campus (Nome),Matrícula retida?,Ingressantes em (Período Letivo),Modalidade do Curso,Nível de Ensino,Tipo de Modalidade (grupo),Cidade Aluno,Cód. da Matriz,Cód. do Curso,Data Final Período,Data Início Período,Data Última Alteração Matrícula,Dt Ref Início Matrícula,Dt Ref Início Período Letivo,Estado Aluno,Estrutura Etária,Etnia,Faixa Etária,Forma de Ingresso,Forma de Oferta (grupo),Ingressantes em  (Ano Letivo),Num Seq deste Período Letivo,Periodo Letivo (Num),Previsão de Término (Letivo),Reserva vaga,Sexo,Tipo de Modalidade,Tipo_Escola_Origem,É matrícula retida neste período letivo?,Última Alteração de Situação,CH,CH. Disc. Obrigatórias,CH. Disc. Optativas,Duracao curso,Idade (Hoje),Periodos Cursados
2765,Evadidos,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Cruz,4017,11400,2018-06-04,2017-11-16,2017-12-29 10:07:00,2017-01-01,2017-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,30 a 34 anos,Sisu,Licenciatura,2017,1,20172,2020/2,Ampla Concorrência,M,Regular,F,Não Retida,2017-12-29,2960,2960,0,8,34,2
2771,Evadidos,Acaraú,Dentro do prazo,20162,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2018/1,"L1 Esc Publica, Renda<1.5sm",F,Educação Profissional,E,Não Retida,2017-06-22,1080,1080,0,4,23,2
2773,Evadidos,Acaraú,Dentro do prazo,20181,Licenciatura,Graduação,Regular,Amontada,7334,11401,2018-11-26,2018-06-04,2018-12-27 13:40:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20181,2021/2,"L6 Esc Publica, Indep. Renda, Raca",M,Regular,E,Não Retida,2018-12-27,3200,3200,0,8,24,2
2776,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2016-11-16,2016-06-22,2017-06-22 15:24:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20161,2017/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-06-22,1480,1480,0,4,23,3
2778,Evadidos,Acaraú,Dentro do prazo,20161,Fic,Básico,Regular,Acaraú,7274,111021,2016-11-23,2016-07-11,2016-07-12 00:00:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,30 a 34 anos,Seleção Extensão,Fic,2016,1,20161,2016/2,Não possui,F,Regular,E,Não Retida,2016-07-12,160,160,0,2,30,1
2779,Evadidos,Acaraú,Fora do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2016-11-16,2016-06-22,2018-12-20 16:59:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20161,2017/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2018-12-20,1080,1080,0,4,23,6
2786,Evadidos,Acaraú,Fora do prazo,20162,Fic,Básico,Regular,Itarema,7274,111021,2017-05-22,2016-11-23,2018-06-19 15:59:00,2016-01-07,2016-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,20 a 24 anos,Seleção Extensão,Fic,2016,1,20162,2017/1,Não possui,F,Regular,E,Não Retida,2018-06-19,160,160,0,2,23,4
2787,Evadidos,Acaraú,Dentro do prazo,20161,Fic,Básico,Regular,Cruz,7274,111021,2016-11-23,2016-07-11,2017-01-12 15:07:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Extensão,Fic,2016,1,20161,2016/2,Não possui,F,Regular,E,Não Retida,2017-01-12,160,160,0,2,23,1
2790,Evadidos,Acaraú,Fora do prazo,20171,Subsequente,Técnico,Educação Profissional,Amontada,5158,11200,2019-10-31,2019-05-22,2019-06-14 13:04:00,2017-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Preta,20 a 24 anos,Seleção Técnico,Subsequente,2017,5,20191,2018/2,Ampla Concorrência,M,Educação Profissional,M,Retida,2019-06-14,1240,1240,0,4,24,5
2791,Evadidos,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7274,111021,2016-07-11,2016-02-03,2016-06-06 18:24:00,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,M,Regular,E,Não Retida,2016-06-06,160,160,0,2,26,1
2795,Evadidos,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7275,111022,2016-07-11,2016-02-03,2016-05-20 00:00:00,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,M,Regular,E,Não Retida,2016-05-20,160,160,0,2,23,1
2796,Evadidos,Acaraú,Dentro do prazo,20181,Fic,Básico,Regular,Acaraú,7274,111021,2019-05-22,2018-11-26,2018-11-20 00:00:00,2018-01-01,2018-01-07,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Extensão,Fic,2018,1,20182,2018/2,Não possui,M,Regular,E,Não Retida,2018-11-20,160,160,0,2,26,2
2801,Evadidos,Acaraú,Dentro do prazo,20161,Fic,Básico,Regular,Acaraú,7274,111021,2016-11-23,2016-07-11,2016-07-11 00:00:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Extensão,Fic,2016,1,20161,2016/2,Não possui,F,Regular,E,Não Retida,2016-07-11,160,160,0,2,28,1
2806,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Itarema,9894,11205,2019-05-22,2018-11-26,2018-12-27 13:40:00,2018-01-01,2018-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20182,2019/2,"L2 Esc Publica, Renda<1.5sm, Raca",F,Educação Profissional,M,Não Retida,2018-12-27,1320,1320,0,4,22,2
2813,Evadidos,Acaraú,Dentro do prazo,20161,Fic,Básico,Regular,Cruz,7276,111023,2016-11-23,2016-07-11,2017-01-13 10:27:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,30 a 34 anos,Seleção Extensão,Fic,2016,1,20161,2016/2,Não possui,F,Regular,E,Não Retida,2017-01-13,160,160,0,2,31,1
2815,Evadidos,Acaraú,Fora do prazo,20162,Fic,Básico,Regular,Acaraú,7274,111021,2017-11-16,2017-05-22,2019-02-27 19:26:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Preta,25 a 29 anos,Seleção Extensão,Fic,2016,3,20171,2017/1,Não possui,F,Regular,F,Retida,2019-02-27,160,160,0,2,29,2
2817,Evadidos,Acaraú,Dentro do prazo,20181,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2018-11-26,2018-06-04,2018-06-11 19:21:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2018,1,20181,2021/2,Ampla Concorrência,M,Regular,E,Não Retida,2018-06-11,2960,2960,0,8,22,1
2825,Evadidos,Acaraú,Fora do prazo,20162,Fic,Básico,Regular,Itarema,7274,111021,2017-05-22,2016-11-23,2018-06-06 14:53:00,2016-01-07,2016-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Extensão,Fic,2016,1,20162,2017/1,Não possui,F,Regular,E,Não Retida,2018-06-06,160,160,0,2,26,3
2826,Evadidos,Acaraú,Dentro do prazo,20182,Subsequente,Técnico,Educação Profissional,Itarema,6427,11201,2019-10-31,2019-05-22,2019-06-14 13:04:00,2018-01-07,2019-01-01,CE,Adulto (20 a 59 anos),Não quis declarar cor/raça,20 a 24 anos,Seleção Técnico,Subsequente,2018,3,20191,2020/1,"L6 Esc Publica, Indep. Renda, Raca",M,Educação Profissional,E,Não Retida,2019-06-14,1080,1080,0,4,22,2
2828,Evadidos,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2018-06-04,2017-11-16,2017-12-29 10:07:00,2017-01-01,2017-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2017,1,20172,2020/2,Ampla Concorrência,F,Regular,E,Não Retida,2017-12-29,2960,2960,0,8,21,2
2829,Evadidos,Acaraú,Dentro do prazo,20162,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2018/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-06-22,1480,1480,0,4,22,2
2831,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-06-22,1240,1240,0,4,24,3
2836,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2016-11-16,2016-06-22,2017-05-12 15:40:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2016,1,20161,2016/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2017-05-12,800,800,0,2,27,2
2837,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Itarema,4928,11202,2017-05-15,2016-11-16,2017-05-12 15:20:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20162,2017/2,"L5 Esc Publica, Indep. Renda",F,Educação Profissional,E,Não Retida,2017-05-12,1480,1480,0,4,24,2
2839,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Itarema,4928,11202,2018-11-26,2018-06-04,2018-12-27 13:40:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2019/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2018-12-27,1480,1480,0,4,22,2
2846,Evadidos,Acaraú,Fora do prazo,20182,Subsequente,Técnico,Educação Profissional,Acaraú,7083,11204,2019-05-22,2018-11-26,2019-12-04 12:24:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,30 a 34 anos,Seleção Técnico,Subsequente,2018,1,20182,2019/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-12-04,800,800,0,2,33,3
2850,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2016,3,20171,2017/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2017-06-22,1080,1080,0,4,28,3
2853,Evadidos,Acaraú,Fora do prazo,20162,Fic,Básico,Regular,Acaraú,7275,111022,2017-11-16,2017-05-22,2017-08-09 14:40:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Seleção Extensão,Fic,2016,3,20171,2017/1,Não possui,M,Regular,E,Retida,2017-08-09,160,160,0,2,23,2
2857,Evadidos,Acaraú,Dentro do prazo,20172,Licenciatura,Graduação,Regular,Itarema,7334,11401,2018-11-26,2018-06-04,2018-12-07 11:05:00,2017-01-07,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,3,20181,2021/1,"L2 Esc Publica, Renda<1.5sm, Raca",F,Regular,E,Não Retida,2018-12-07,3200,3200,0,8,22,2
2859,Evadidos,Acaraú,Fora do prazo,20162,Fic,Básico,Regular,Bela Cruz,7275,111022,2017-11-16,2017-05-22,2017-08-09 14:40:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Branca,30 a 34 anos,Seleção Extensão,Fic,2016,3,20171,2017/1,Não possui,M,Regular,E,Retida,2017-08-09,160,160,0,2,30,2
2875,Evadidos,Acaraú,Dentro do prazo,20152,Fic,Básico,Regular,Acaraú,7275,111022,2016-07-11,2016-02-03,2016-05-20 00:00:00,2015-01-07,2015-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Extensão,Fic,2015,1,20152,2016/1,Ampla Concorrência,M,Regular,E,Não Retida,2016-05-20,160,160,0,2,28,1
2880,Evadidos,Acaraú,Dentro do prazo,20152,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2016-11-16,2016-06-22,2016-12-01 14:01:00,2015-01-07,2016-01-01,CE,Adulto (20 a 59 anos),Preta,25 a 29 anos,Seleção Técnico,Subsequente,2015,3,20161,2017/1,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2016-12-01,1240,1240,0,4,26,2
2899,Evadidos,Acaraú,Fora do prazo,20162,Fic,Básico,Regular,Acaraú,7275,111022,2017-05-22,2016-11-23,2019-06-14 13:04:00,2016-01-07,2016-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,55 a 59 anos,Seleção Extensão,Fic,2016,1,20162,2017/1,Não possui,F,Regular,E,Não Retida,2019-06-14,160,160,0,2,57,6
2904,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2017-05-15,2016-11-16,2017-05-12 15:39:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Preta,35 a 39 anos,Seleção Técnico,Subsequente,2016,1,20162,2016/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-05-12,800,800,0,2,37,2
2905,Evadidos,Acaraú,Fora do prazo,20161,Subsequente,Técnico,Educação Profissional,Itarema,6427,11201,2018-11-26,2018-06-04,2018-12-07 10:27:00,2016-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,5,20181,2017/2,Ampla Concorrência,F,Educação Profissional,E,Retida,2018-12-07,1080,1080,0,4,23,5
2913,Evadidos,Acaraú,Dentro do prazo,20171,Subsequente,Técnico,Educação Profissional,Itarema,5929,11203,2018-06-04,2017-11-16,2017-12-29 11:07:00,2017-01-01,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20172,2017/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-12-29,800,800,0,2,22,2
2919,Evadidos,Acaraú,Dentro do prazo,20172,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2018-11-26,2018-06-04,2018-12-07 10:27:00,2017-01-07,2018-01-01,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Técnico,Subsequente,2017,3,20181,2019/1,Ampla Concorrência,M,Educação Profissional,P,Não Retida,2018-12-07,1240,1240,0,4,26,2
2928,Evadidos,Acaraú,Dentro do prazo,20191,Licenciatura,Graduação,Regular,Itarema,4017,11400,2020-04-27,2019-10-31,2019-12-04 12:24:00,2019-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Preta,25 a 29 anos,Sisu,Licenciatura,2019,1,20192,2022/2,Ampla Concorrência,M,Regular,P,Não Retida,2019-12-04,2960,2960,0,8,28,2
2932,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2017-05-15,2016-11-16,2017-05-12 15:40:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Parda,30 a 34 anos,Seleção Técnico,Subsequente,2016,1,20162,2016/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-05-12,800,800,0,2,30,2
2934,Evadidos,Acaraú,Dentro do prazo,20172,Subsequente,Técnico,Educação Profissional,Bela Cruz,9884,11205,2018-11-26,2018-06-04,2018-12-07 10:27:00,2017-01-07,2018-01-01,CE,Adulto (20 a 59 anos),Parda,30 a 34 anos,Seleção Técnico,Subsequente,2017,3,20181,2019/1,Ampla Concorrência,M,Educação Profissional,F,Não Retida,2018-12-07,1240,1240,0,4,30,2
2935,Evadidos,Acaraú,Dentro do prazo,20172,Licenciatura,Graduação,Regular,Acaraú,7334,11401,2018-11-26,2018-06-04,2018-12-07 10:36:00,2017-01-07,2018-01-01,CE,Adulto (20 a 59 anos),Preta,25 a 29 anos,Sisu,Licenciatura,2017,3,20181,2021/1,"L2 Esc Publica, Renda<1.5sm, Raca",F,Regular,E,Não Retida,2018-12-07,3200,3200,0,8,27,2
2940,Evadidos,Acaraú,Dentro do prazo,20151,Licenciatura,Graduação,Regular,Cruz,4017,11400,2015-05-12,2016-01-25,2016-02-17 14:47:00,2015-01-01,2015-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Sisu,Licenciatura,2015,1,20152,2018/2,"L2 Esc Publica, Renda<1.5sm, Raca",M,Regular,E,Não Retida,2016-02-17,2960,2960,0,8,28,2
2943,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2016-11-16,2016-06-22,2016-07-08 13:17:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20161,2017/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2016-07-08,1080,1080,0,4,22,1
2944,Evadidos,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2019-05-22,2018-11-26,2019-06-14 13:04:00,2018-01-07,2018-01-07,CE,Jovem (<= 19 anos),Parda,15 a 19 anos,Sisu,Licenciatura,2018,1,20182,2022/1,"L2 Esc Publica, Renda<1.5sm, Raca",M,Regular,E,Não Retida,2019-06-14,2960,2960,0,8,19,2
2945,Evadidos,Acaraú,Fora do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2016-11-16,2016-06-22,2019-06-14 13:03:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2016,1,20161,2017/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-06-14,1480,1480,0,4,29,7
2951,Evadidos,Acaraú,Fora do prazo,20151,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2018-11-26,2018-06-04,2018-06-25 19:26:00,2015-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Técnico,Subsequente,2015,7,20181,2016/2,"L1 Esc Publica, Renda<1.5sm",M,Educação Profissional,E,Retida,2018-06-25,1480,1480,0,4,28,7
2954,Evadidos,Acaraú,Dentro do prazo,20182,Licenciatura,Graduação,Regular,Amontada,4017,11400,2019-05-22,2018-11-26,2019-06-14 13:04:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Branca,20 a 24 anos,Sisu,Licenciatura,2018,1,20182,2022/1,"L1 Esc Publica, Renda<1.5sm",M,Regular,E,Não Retida,2019-06-14,2960,2960,0,8,20,2
2957,Evadidos,Acaraú,Fora do prazo,20171,Subsequente,Técnico,Educação Profissional,Bela Cruz,4928,11202,2017-11-16,2017-05-15,2019-12-04 12:24:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Branca,30 a 34 anos,Seleção Técnico,Subsequente,2017,1,20171,2018/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-12-04,1480,1480,0,4,30,6
2958,Evadidos,Acaraú,Dentro do prazo,20172,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2018-06-04,2017-11-16,2018-12-07 10:27:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20172,2019/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2018-12-07,1240,1240,0,4,24,2
2959,Evadidos,Acaraú,Dentro do prazo,20171,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2017-11-16,2017-05-15,2017-12-29 11:07:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2017,1,20171,2017/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2017-12-29,800,800,0,2,23,2
2963,Evadidos,Acaraú,Fora do prazo,20151,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2018-11-26,2018-06-04,2018-12-07 10:27:00,2015-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Técnico,Subsequente,2015,7,20181,2016/2,"L1 Esc Publica, Renda<1.5sm",F,Educação Profissional,E,Retida,2018-12-07,1240,1240,0,4,25,7
2969,Evadidos,Acaraú,Dentro do prazo,20162,Fic,Básico,Regular,Acaraú,7276,111023,2017-05-22,2016-11-23,2016-11-11 00:00:00,2016-01-07,2016-01-07,CE,Adulto (20 a 59 anos),Branca,25 a 29 anos,Seleção Extensão,Fic,2016,1,20162,2017/1,Não possui,F,Regular,E,Não Retida,2016-11-11,160,160,0,2,27,1
2977,Evadidos,Acaraú,Fora do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2016-11-16,2016-06-22,2019-06-14 13:03:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20161,2017/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-06-14,1080,1080,0,4,24,7
2981,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2016-11-16,2016-06-22,2017-05-12 15:24:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,30 a 34 anos,Seleção Técnico,Subsequente,2016,1,20161,2017/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-05-12,1480,1480,0,4,32,2
2982,Evadidos,Acaraú,Fora do prazo,20151,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2019-10-31,2019-05-22,2019-06-10 11:01:00,2015-01-01,2019-01-01,CE,Adulto (20 a 59 anos),Branca,30 a 34 anos,Sisu,Licenciatura,2015,9,20191,2018/2,Ampla Concorrência,M,Regular,E,Retida,2019-06-10,2960,2960,0,8,32,9
2986,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2017-05-15,2016-11-16,2017-05-12 15:16:00,2016-01-01,2016-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2016,1,20162,2017/2,"L5 Esc Publica, Indep. Renda",F,Educação Profissional,E,Não Retida,2017-05-12,1240,1240,0,4,25,2
2991,Evadidos,Acaraú,Dentro do prazo,20192,Licenciatura,Graduação,Regular,Acaraú,4017,11400,2020-04-27,2019-10-31,2019-11-07 17:24:00,2019-01-07,2019-01-07,CE,Adulto (20 a 59 anos),Branca,35 a 39 anos,Sisu,Licenciatura,2019,1,20192,2023/1,Ampla Concorrência,M,Regular,E,Não Retida,2019-11-07,2960,2960,0,8,38,1
2996,Evadidos,Acaraú,Fora do prazo,20162,Fic,Básico,Regular,Acaraú,7274,111021,2017-11-16,2017-05-22,2017-06-22 15:24:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,25 a 29 anos,Seleção Extensão,Fic,2016,3,20171,2017/1,Não possui,M,Regular,E,Retida,2017-06-22,160,160,0,2,27,2
2999,Evadidos,Acaraú,Dentro do prazo,20161,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2016-11-16,2016-06-22,2017-05-12 15:41:00,2016-01-01,2016-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2016,1,20161,2016/2,Ampla Concorrência,F,Educação Profissional,E,Não Retida,2017-05-12,800,800,0,2,23,2
3001,Evadidos,Acaraú,Dentro do prazo,20181,Subsequente,Técnico,Educação Profissional,Acaraú,5929,11203,2018-11-26,2018-06-04,2018-06-12 13:28:00,2018-01-01,2018-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Seleção Técnico,Subsequente,2018,1,20181,2018/2,"L5 Esc Publica, Indep. Renda",F,Educação Profissional,E,Não Retida,2018-06-12,800,800,0,2,24,1
3002,Evadidos,Acaraú,Fora do prazo,20172,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2018-06-04,2017-11-16,2019-06-14 13:04:00,2017-01-07,2017-01-07,CE,Adulto (20 a 59 anos),Branca,45 a 49 anos,Seleção Técnico,Subsequente,2017,1,20172,2019/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-06-14,1480,1480,0,4,46,4
3006,Evadidos,Acaraú,Dentro do prazo,20171,Subsequente,Técnico,Educação Profissional,Acaraú,4928,11202,2017-11-16,2017-05-15,2017-12-29 10:07:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2017,1,20171,2018/2,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2017-12-29,1480,1480,0,4,28,2
3009,Evadidos,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Itarema,7334,11401,2017-11-16,2017-05-15,2017-11-01 20:47:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,1,20171,2020/2,Ampla Concorrência,F,Regular,E,Não Retida,2017-11-01,3200,3200,0,8,23,1
3014,Evadidos,Acaraú,Dentro do prazo,20171,Licenciatura,Graduação,Regular,Bela Cruz,4017,11400,2017-11-16,2017-05-15,2017-12-29 10:07:00,2017-01-01,2017-01-01,CE,Adulto (20 a 59 anos),Parda,20 a 24 anos,Sisu,Licenciatura,2017,1,20171,2020/2,"L2 Esc Publica, Renda<1.5sm, Raca",F,Regular,E,Não Retida,2017-12-29,2960,2960,0,8,21,2
3017,Evadidos,Acaraú,Dentro do prazo,20162,Subsequente,Técnico,Educação Profissional,Acaraú,6427,11201,2017-11-16,2017-05-15,2017-06-22 15:24:00,2016-01-07,2017-01-01,CE,Adulto (20 a 59 anos),Não dispõe da informação,30 a 34 anos,Seleção Técnico,Subsequente,2016,3,20171,2018/1,"L2 Esc Publica, Renda<1.5sm, Raca",F,Educação Profissional,E,Não Retida,2017-06-22,1080,1080,0,4,32,2
3018,Evadidos,Acaraú,Fora do prazo,20182,Subsequente,Técnico,Educação Profissional,Cruz,5929,11203,2019-05-22,2018-11-26,2019-06-14 13:04:00,2018-01-07,2018-01-07,CE,Adulto (20 a 59 anos),Parda,25 a 29 anos,Seleção Técnico,Subsequente,2018,1,20182,2019/1,Ampla Concorrência,M,Educação Profissional,E,Não Retida,2019-06-14,800,800,0,2,25,2
3019,Evadidos,Acaraú,Dentro do prazo,20191,Subsequente,Técnico,Educação Profissional,Acaraú,5158,11200,2020-04-27,2019-10-31,2019-12-04 12:24:00,2019-01-01,2019-01-07,CE,Adulto (20 a 59 anos),Não dispõe da informação,30 a 34 anos,Transferência Interna,Subsequente,2019,1,20192,2020/2,Não possui,M,Educação Profissional,E,Não Retida,2019-12-04,1240,1240,0,4,31,2
