,Num Seq deste Período Letivo,Periodos Cursados,Data Última Alteração Matrícula,Nível de Ensino,Previsão de Término (Letivo),Tipo_Escola_Origem,Fluxo Escolar - Label,Dt Ref Início Matrícula,Idade (Hoje),Matrícula retida?,Cód. da Matriz,Etnia,Periodo Letivo (Num),Última Alteração de Situação,CH. Disc. Obrigatórias,Dt Ref Início Período Letivo,Forma de Oferta (grupo),Ingressantes em  (Ano Letivo),Modalidade do Curso,Estado Aluno,Cód. do Curso,Data Início Período,Forma de Ingresso,Faixa Etária,Sexo,Data Final Período,Ingressantes em (Período Letivo),Duracao curso,CH. Disc. Optativas,Tipo de Modalidade,Tipo de Modalidade (grupo),Estrutura Etária,CH,Campus (Nome),É matrícula retida neste período letivo?,Cidade Aluno
1493,5,4,2018-03-07 08:54:00,Técnico,2017/2,E,Evadidos,42376,27,Fora do prazo,4807,Parda,20181,43166,1200,43101,Subsequente,2016,Subsequente,CE,9226,43164.0,Seleção Técnico,25 a 29 anos,M,43346.0,20162,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Retida,Iguatu
1495,7,9,2020-01-21 10:12:00,Técnico,2017/1,E,Evadidos,42370,33,Fora do prazo,4767,Branca,20192,43851,800,43472,Subsequente,2016,Subsequente,CE,9200,43696.0,Seleção Técnico,30 a 34 anos,F,43864.0,20161,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Iguatu,Retida,Acopiara
1502,1,1,2015-10-29 14:35:00,Graduação,2019/1,P,Evadidos,42011,31,Dentro do prazo,4487,Parda,20152,42306,2680,42011,Bacharelado,2015,Bacharelado,CE,9500,42296.0,Sisu,30 a 34 anos,F,42445.0,20152,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Crato
1507,5,4,2019-04-02 07:39:00,Graduação,2021/1,E,Evadidos,42742,22,Dentro do prazo,4487,Parda,20191,43557,2680,43466,Bacharelado,2017,Bacharelado,CE,9500,43521.0,Sisu,20 a 24 anos,F,43696.0,20172,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Jucás
1508,1,1,2015-11-04 18:36:00,Graduação,2019/1,E,Evadidos,42011,22,Dentro do prazo,4487,Parda,20152,42312,2680,42011,Bacharelado,2015,Bacharelado,CE,9500,42296.0,Sisu,20 a 24 anos,M,42445.0,20152,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Solonópole
1510,1,4,2019-04-09 17:01:00,Técnico,2018/2,P,Evadidos,42742,36,Fora do prazo,4738,Parda,20172,43564,1200,42742,Subsequente,2017,Subsequente,CE,9205,42996.0,Seleção Técnico,35 a 39 anos,F,43164.0,20172,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1518,1,3,2018-05-24 09:42:00,Técnico,2018/1,E,Evadidos,42736,27,Dentro do prazo,4738,Parda,20172,43244,1200,42742,Subsequente,2017,Subsequente,CE,9205,42996.0,Seleção Técnico,25 a 29 anos,M,43164.0,20171,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1519,1,2,2017-10-04 10:43:00,Graduação,2020/2,E,Evadidos,42736,21,Dentro do prazo,4487,Parda,20171,43012,2680,42736,Bacharelado,2017,Bacharelado,CE,9500,42821.0,Sisu,20 a 24 anos,M,42996.0,20171,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Iguatu
1521,1,2,2019-04-02 07:39:00,Graduação,2022/2,E,Evadidos,43107,29,Dentro do prazo,7685,Parda,20182,43557,3160,43107,Licenciatura,2018,Licenciatura,CE,9409,43346.0,Sisu,25 a 29 anos,F,43521.0,20182,9,0,Regular,Regular,Adulto (20 a 59 anos),3160,Iguatu,Não Retida,Acopiara
1522,1,1,2019-03-27 15:30:00,Técnico,2020/1,E,Evadidos,43466,20,Dentro do prazo,4787,Parda,20191,43551,1040,43466,Subsequente,2019,Subsequente,CE,9207,43521.0,Seleção Técnico,20 a 24 anos,M,43696.0,20191,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1040,Iguatu,Não Retida,Iguatu
1525,1,3,2020-01-27 16:10:00,Técnico,2021/2,P,Evadidos,43466,17,Dentro do prazo,4817,Branca,20192,43857,3640,43472,Integrado,2019,Integrado,CE,9113,43696.0,Transferência Externa,15 a 19 anos,M,43864.0,20191,6,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3640,Iguatu,Não Retida,Quixelô
1530,1,2,2017-10-03 17:17:00,Graduação,2020/1,E,Evadidos,42736,21,Dentro do prazo,6920,Parda,20171,43011,2360,42736,Tecnologia,2017,Tecnologia,CE,9306,42821.0,Sisu,20 a 24 anos,F,42996.0,20171,7,80,Regular,Regular,Adulto (20 a 59 anos),2440,Iguatu,Não Retida,Iguatu
1533,1,3,2016-07-06 13:43:00,Técnico,2016/1,E,Evadidos,42005,24,Dentro do prazo,4767,Parda,20151,42557,800,42005,Subsequente,2015,Subsequente,CE,9200,42150.0,Vestibular,20 a 24 anos,F,42297.0,20151,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Iguatu,Não Retida,Iguatu
1543,3,4,2016-12-22 08:04:00,Técnico,2017/2,M,Evadidos,42005,21,Dentro do prazo,4817,Parda,20162,42726,3640,42376,Integrado,2015,Integrado,CE,9113,42604.0,Vestibular,20 a 24 anos,M,42821.0,20151,6,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),3640,Iguatu,Não Retida,Deputado Irapuan Pinheiro
1544,1,2,2019-02-19 10:46:00,Técnico,2020/2,M,Evadidos,43101,18,Dentro do prazo,4817,Parda,20181,43515,3640,43101,Integrado,2018,Integrado,CE,9113,43164.0,Seleção Técnico,15 a 19 anos,M,43346.0,20181,6,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3640,Iguatu,Não Retida,Deputado Irapuan Pinheiro
1545,3,2,2016-04-12 13:27:00,Técnico,2016/2,E,Evadidos,42011,24,Dentro do prazo,4807,Parda,20161,42472,1200,42370,Subsequente,2015,Subsequente,CE,9226,42445.0,Seleção Técnico,20 a 24 anos,F,42604.0,20152,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1547,3,3,2016-03-29 12:24:00,Técnico,2016/1,E,Evadidos,42005,35,Dentro do prazo,4767,Preta,20161,42458,800,42370,Subsequente,2015,Subsequente,CE,9200,42445.0,Vestibular,35 a 39 anos,F,42604.0,20151,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Iguatu,Não Retida,Iguatu
1550,1,2,2018-10-19 20:08:00,Técnico,2019/1,E,Evadidos,43101,20,Dentro do prazo,4767,Branca,20182,43392,800,43107,Subsequente,2018,Subsequente,CE,9200,43346.0,Seleção Técnico,20 a 24 anos,F,43521.0,20181,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Iguatu,Não Retida,Acopiara
1551,1,2,2019-04-02 07:39:00,Graduação,2022/1,E,Evadidos,43107,32,Dentro do prazo,4487,Branca,20182,43557,2680,43107,Bacharelado,2018,Bacharelado,CE,9500,43346.0,Sisu,30 a 34 anos,F,43521.0,20182,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Iguatu
1552,1,1,2018-04-12 08:00:00,Técnico,2019/1,E,Evadidos,43101,48,Dentro do prazo,4738,Parda,20181,43202,1200,43101,Subsequente,2018,Subsequente,CE,9205,43164.0,Seleção Técnico,45 a 49 anos,M,43346.0,20181,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1553,3,2,2017-04-18 17:14:00,Graduação,2020/1,E,Evadidos,42376,23,Dentro do prazo,4487,Parda,20171,42843,2680,42736,Bacharelado,2016,Bacharelado,CE,9500,42821.0,Sisu,20 a 24 anos,F,42996.0,20162,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Cedro
1556,1,1,2019-11-27 00:00:00,Básico,2019/2,E,Evadidos,43472,29,Dentro do prazo,15069,Branca,20192,43796,60,43472,Fic,2019,Fic,CE,91032,43775.0,Seleção Extensão,25 a 29 anos,M,43819.0,20192,1,0,Regular,Regular,Adulto (20 a 59 anos),60,Iguatu,Não Retida,Iguatu
1559,3,2,2018-04-12 16:48:00,Técnico,2018/2,E,Evadidos,42742,23,Dentro do prazo,4787,Parda,20181,43202,1040,43101,Subsequente,2017,Subsequente,CE,9207,43164.0,Seleção Técnico,20 a 24 anos,M,43346.0,20172,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1040,Iguatu,Não Retida,Icó
1562,1,2,2015-12-17 12:05:00,Graduação,2018/2,P,Evadidos,42005,32,Dentro do prazo,4487,Parda,20152,42355,2680,42011,Bacharelado,2015,Bacharelado,CE,9500,42296.0,Diplomado,30 a 34 anos,F,42445.0,20151,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Iguatu
1563,1,1,2019-02-22 17:08:00,Técnico,2019/2,F,Evadidos,43107,19,Dentro do prazo,4787,Branca,20182,43518,1040,43107,Subsequente,2018,Subsequente,CE,9207,43346.0,Seleção Técnico,15 a 19 anos,F,43521.0,20182,3,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),1040,Iguatu,Não Retida,Acopiara
1564,7,8,2018-10-19 15:41:00,Graduação,2019/1,E,Evadidos,42005,34,Dentro do prazo,7685,Preta,20182,43392,3160,43107,Licenciatura,2015,Licenciatura,CE,9409,43346.0,Diplomado,30 a 34 anos,M,43521.0,20151,9,0,Regular,Regular,Adulto (20 a 59 anos),3160,Iguatu,Não Retida,Iguatu
1567,1,1,2016-03-16 00:00:00,Técnico,2018/2,P,Evadidos,42370,20,Dentro do prazo,4817,Branca,20161,42445,3640,42370,Integrado,2016,Integrado,CE,9113,42445.0,Seleção Técnico,20 a 24 anos,M,42604.0,20161,6,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),3640,Iguatu,Não Retida,Iguatu
1571,5,4,2017-06-27 10:26:00,Técnico,2016/2,E,Evadidos,42011,36,Fora do prazo,4787,Parda,20171,42913,1040,42736,Subsequente,2015,Subsequente,CE,9207,42821.0,Seleção Técnico,35 a 39 anos,M,42996.0,20152,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1040,Iguatu,Retida,Jucás
1573,1,1,2018-03-08 14:28:00,Graduação,2021/2,E,Evadidos,43101,21,Dentro do prazo,4487,Parda,20181,43167,2680,43101,Bacharelado,2018,Bacharelado,CE,9500,43164.0,Sisu,20 a 24 anos,F,43346.0,20181,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Iguatu
1574,1,1,2019-03-07 13:58:00,Graduação,2022/2,E,Evadidos,43466,19,Dentro do prazo,10316,Preta,20191,43531,2400,43466,Licenciatura,2019,Licenciatura,CE,9400,43521.0,Sisu,15 a 19 anos,F,43696.0,20191,8,120,Regular,Regular,Jovem (<= 19 anos),2520,Iguatu,Não Retida,Iguatu
1575,3,3,2017-06-27 11:34:00,Técnico,2017/1,E,Evadidos,42370,28,Dentro do prazo,4767,Amarela,20171,42913,800,42736,Subsequente,2016,Subsequente,CE,9200,42821.0,Seleção Técnico,25 a 29 anos,M,42996.0,20161,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Iguatu,Não Retida,Iguatu
1580,1,1,2017-04-05 17:34:00,Técnico,2017/2,E,Evadidos,42376,22,Dentro do prazo,4807,Branca,20162,42830,1200,42376,Subsequente,2016,Subsequente,CE,9226,42604.0,Seleção Técnico,20 a 24 anos,F,42821.0,20162,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Acopiara
1581,3,3,2016-03-31 07:53:00,Graduação,2018/2,E,Evadidos,42005,21,Dentro do prazo,4487,Parda,20161,42460,2680,42370,Bacharelado,2015,Bacharelado,CE,9500,42445.0,Sisu,20 a 24 anos,F,42604.0,20151,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Iguatu
1582,3,4,2018-11-21 09:13:00,Técnico,2019/2,M,Evadidos,42736,20,Dentro do prazo,4817,Não dispõe da informação,20182,43425,3640,43107,Integrado,2017,Integrado,CE,9113,43346.0,Seleção Técnico,20 a 24 anos,F,43521.0,20171,6,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),3640,Iguatu,Não Retida,Iguatu
1583,1,4,2019-09-20 20:24:00,Técnico,2018/2,E,Evadidos,42742,25,Fora do prazo,4778,Branca,20172,43728,1200,42742,Subsequente,2017,Subsequente,CE,9212,42996.0,Seleção Técnico,25 a 29 anos,F,43164.0,20172,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Quixelô
1589,5,4,2019-04-02 07:39:00,Graduação,2020/2,P,Evadidos,42742,23,Dentro do prazo,6920,Preta,20191,43557,2360,43466,Tecnologia,2017,Tecnologia,CE,9306,43521.0,Sisu,20 a 24 anos,M,43696.0,20172,7,80,Regular,Regular,Adulto (20 a 59 anos),2440,Iguatu,Não Retida,Iguatu
1591,3,2,2017-09-19 16:20:00,Técnico,2017/2,E,Evadidos,42376,24,Dentro do prazo,4797,Parda,20171,42997,1200,42736,Subsequente,2016,Subsequente,CE,9210,42821.0,Seleção Técnico,20 a 24 anos,M,42996.0,20162,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1593,1,1,2015-05-28 19:39:00,Graduação,2018/2,F,Evadidos,42005,30,Dentro do prazo,3344,Parda,20151,42152,2840,42005,Licenciatura,2015,Licenciatura,CE,9409,42150.0,Sisu,30 a 34 anos,M,42296.0,20151,8,0,Regular,Regular,Adulto (20 a 59 anos),2840,Iguatu,Não Retida,Acopiara
1595,1,1,2016-04-08 15:12:00,Técnico,2017/1,E,Evadidos,42370,22,Dentro do prazo,4807,Parda,20161,42468,1200,42370,Subsequente,2016,Subsequente,CE,9226,42445.0,Seleção Técnico,20 a 24 anos,F,42604.0,20161,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1596,1,2,2019-09-13 15:01:00,Graduação,2022/1,E,Evadidos,43466,20,Dentro do prazo,6920,Parda,20191,43721,2360,43466,Tecnologia,2019,Tecnologia,CE,9306,43521.0,Sisu,20 a 24 anos,M,43696.0,20191,7,80,Regular,Regular,Adulto (20 a 59 anos),2440,Iguatu,Não Retida,Iguatu
1600,1,2,2019-09-10 11:26:00,Técnico,2020/1,E,Evadidos,43466,21,Dentro do prazo,4807,Parda,20191,43718,1200,43466,Subsequente,2019,Subsequente,CE,9226,43521.0,Seleção Técnico,20 a 24 anos,F,43696.0,20191,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1603,5,5,2018-02-15 18:54:00,Graduação,2019/1,E,Evadidos,42011,24,Dentro do prazo,3344,Amarela,20172,43146,2840,42742,Licenciatura,2015,Licenciatura,CE,9409,42996.0,Sisu,20 a 24 anos,F,43164.0,20152,8,0,Regular,Regular,Adulto (20 a 59 anos),2840,Iguatu,Não Retida,Iguatu
1604,3,2,2017-09-19 16:20:00,Técnico,2017/2,E,Evadidos,42376,27,Dentro do prazo,4797,Parda,20171,42997,1200,42736,Subsequente,2016,Subsequente,CE,9210,42821.0,Seleção Técnico,25 a 29 anos,F,42996.0,20162,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1606,1,2,2018-10-19 15:41:00,Graduação,2022/1,E,Evadidos,43101,26,Dentro do prazo,7685,Parda,20181,43392,3160,43101,Licenciatura,2018,Licenciatura,CE,9409,43164.0,Sisu,25 a 29 anos,M,43346.0,20181,9,0,Regular,Regular,Adulto (20 a 59 anos),3160,Iguatu,Não Retida,Iguatu
1618,1,2,2018-10-19 15:41:00,Graduação,2021/1,P,Evadidos,43101,21,Dentro do prazo,6920,Parda,20182,43392,2360,43107,Tecnologia,2018,Tecnologia,CE,9306,43346.0,Sisu,20 a 24 anos,M,43521.0,20181,7,80,Regular,Regular,Adulto (20 a 59 anos),2440,Iguatu,Não Retida,Iguatu
1619,1,1,2017-04-27 08:14:00,Técnico,2018/1,E,Evadidos,42736,23,Dentro do prazo,4767,Parda,20171,42852,800,42736,Subsequente,2017,Subsequente,CE,9200,42821.0,Seleção Técnico,20 a 24 anos,F,42996.0,20171,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Iguatu,Não Retida,Iguatu
1631,1,1,2018-03-13 14:09:00,Técnico,2020/2,M,Evadidos,43101,17,Dentro do prazo,4739,Não dispõe da informação,20181,43172,3640,43101,Integrado,2018,Integrado,CE,9114,43164.0,Seleção Técnico,15 a 19 anos,M,43346.0,20181,6,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3640,Iguatu,Não Retida,Várzea Alegre
1634,1,1,2019-03-07 15:13:00,Graduação,2022/1,E,Evadidos,43466,19,Dentro do prazo,6920,Parda,20191,43531,2360,43466,Tecnologia,2019,Tecnologia,CE,9306,43521.0,Sisu,15 a 19 anos,F,43696.0,20191,7,80,Regular,Regular,Jovem (<= 19 anos),2440,Iguatu,Não Retida,Iguatu
1636,1,2,2016-11-16 15:37:00,Técnico,2018/2,E,Evadidos,42370,19,Dentro do prazo,4817,Parda,20162,42690,3640,42376,Integrado,2016,Integrado,CE,9113,42604.0,Transferência Interna,15 a 19 anos,M,42821.0,20161,6,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3640,Iguatu,Não Retida,Iguatu
1638,7,8,2018-10-19 15:41:00,Graduação,2018/2,E,Evadidos,42005,33,Dentro do prazo,4487,Parda,20182,43392,2680,43107,Bacharelado,2015,Bacharelado,CE,9500,43346.0,Diplomado,30 a 34 anos,F,43521.0,20151,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Acopiara
1639,5,4,2018-04-13 11:57:00,Graduação,2020/2,E,Evadidos,42376,23,Dentro do prazo,7685,Branca,20181,43203,3160,43101,Licenciatura,2016,Licenciatura,CE,9409,43164.0,Sisu,20 a 24 anos,F,43346.0,20162,9,0,Regular,Regular,Adulto (20 a 59 anos),3160,Iguatu,Não Retida,Iguatu
1644,1,4,2019-09-13 15:01:00,Técnico,2019/1,E,Evadidos,43101,23,Dentro do prazo,4778,Branca,20181,43721,1200,43101,Subsequente,2018,Subsequente,CE,9212,43164.0,Seleção Técnico,20 a 24 anos,M,43346.0,20181,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Quixeramobim
1645,1,1,2015-10-19 12:08:00,Graduação,2019/1,E,Evadidos,42011,25,Dentro do prazo,3344,Parda,20152,42296,2840,42011,Licenciatura,2015,Licenciatura,CE,9409,42296.0,Sisu,25 a 29 anos,M,42445.0,20152,8,0,Regular,Regular,Adulto (20 a 59 anos),2840,Iguatu,Não Retida,Cariús
1646,5,5,2019-04-02 07:37:00,Técnico,2018/1,E,Evadidos,42736,30,Fora do prazo,4787,Parda,20191,43557,1040,43466,Subsequente,2017,Subsequente,CE,9207,43521.0,Seleção Técnico,30 a 34 anos,M,43696.0,20171,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1040,Iguatu,Retida,Iguatu
1655,1,2,2017-04-07 17:48:00,Técnico,2017/1,F,Evadidos,42370,23,Dentro do prazo,4787,Parda,20162,42832,1040,42376,Subsequente,2016,Subsequente,CE,9207,42604.0,Seleção Técnico,20 a 24 anos,F,42821.0,20161,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1040,Iguatu,Não Retida,Iguatu
1659,1,3,2017-04-05 17:34:00,Técnico,2016/2,E,Evadidos,42011,30,Dentro do prazo,4807,Preta,20152,42830,1200,42011,Subsequente,2015,Subsequente,CE,9226,42297.0,Seleção Técnico,30 a 34 anos,M,42445.0,20152,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Saboeiro
1662,1,1,2017-06-13 10:39:00,Técnico,2019/2,M,Evadidos,42736,21,Dentro do prazo,4817,Parda,20171,42899,3640,42736,Integrado,2017,Integrado,CE,9113,42821.0,Seleção Técnico,20 a 24 anos,M,42996.0,20171,6,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),3640,Iguatu,Não Retida,Piquet Carneiro
1664,3,3,2017-05-10 08:58:00,Técnico,2018/2,M,Evadidos,42370,19,Dentro do prazo,4739,Parda,20171,42865,3640,42736,Integrado,2016,Integrado,CE,9114,42821.0,Seleção Técnico,15 a 19 anos,M,42996.0,20161,6,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3640,Iguatu,Não Retida,Iguatu
1667,1,2,2018-10-19 15:41:00,Técnico,2019/1,E,Evadidos,43101,28,Dentro do prazo,4738,Parda,20181,43392,1200,43101,Subsequente,2018,Subsequente,CE,9205,43164.0,Seleção Técnico,25 a 29 anos,M,43346.0,20181,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1669,3,3,2016-07-06 14:00:00,Técnico,2016/1,M,Evadidos,42005,23,Dentro do prazo,4767,Parda,20161,42557,800,42370,Subsequente,2015,Subsequente,CE,9200,42445.0,Vestibular,20 a 24 anos,M,42604.0,20151,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Iguatu,Não Retida,Deputado Irapuan Pinheiro
1670,1,1,2018-03-15 15:48:00,Técnico,2020/2,M,Evadidos,43101,17,Dentro do prazo,4817,Parda,20181,43174,3640,43101,Integrado,2018,Integrado,CE,9113,43164.0,Seleção Técnico,15 a 19 anos,M,43346.0,20181,6,0,Educação Profissional,Educação Profissional,Jovem (<= 19 anos),3640,Iguatu,Não Retida,Deputado Irapuan Pinheiro
1671,1,2,2016-10-06 17:09:00,Graduação,2019/1,E,Evadidos,42370,25,Dentro do prazo,6920,Branca,20162,42649,2360,42376,Tecnologia,2016,Tecnologia,CE,9306,42604.0,Sisu,25 a 29 anos,M,42821.0,20161,7,80,Regular,Regular,Adulto (20 a 59 anos),2440,Iguatu,Não Retida,Iguatu
1673,9,10,2020-01-22 09:58:00,Técnico,2016/2,E,Evadidos,42011,42,Fora do prazo,4807,Preta,20192,43852,1200,43472,Subsequente,2015,Subsequente,CE,9226,43696.0,Seleção Técnico,40 a 44 anos,M,43864.0,20152,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Retida,Iguatu
1675,1,1,2019-06-06 20:18:00,Graduação,2023/1,E,Evadidos,43466,19,Dentro do prazo,7685,Parda,20191,43622,2680,43466,Licenciatura,2019,Licenciatura,CE,9409,43521.0,Sisu,15 a 19 anos,M,43696.0,20191,9,0,Regular,Regular,Jovem (<= 19 anos),2680,Iguatu,Não Retida,Acopiara
1677,1,1,2015-06-15 17:21:00,Graduação,2018/1,P,Evadidos,42005,27,Dentro do prazo,2967,Branca,20151,42170,2520,42005,Tecnologia,2015,Tecnologia,CE,9306,42150.0,Sisu,25 a 29 anos,M,42296.0,20151,7,0,Regular,Regular,Adulto (20 a 59 anos),2520,Iguatu,Não Retida,Iguatu
1678,3,2,2017-06-27 13:24:00,Graduação,2020/2,E,Evadidos,42376,24,Dentro do prazo,7685,Preta,20171,42913,3160,42736,Licenciatura,2016,Licenciatura,CE,9409,42821.0,Sisu,20 a 24 anos,M,42996.0,20162,9,0,Regular,Regular,Adulto (20 a 59 anos),3160,Iguatu,Não Retida,Crato
1680,1,1,2015-11-13 09:30:00,Técnico,2016/2,P,Evadidos,42011,29,Dentro do prazo,4787,Parda,20152,42321,1040,42011,Subsequente,2015,Subsequente,CE,9207,42297.0,Seleção Técnico,25 a 29 anos,F,42445.0,20152,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1040,Iguatu,Não Retida,Iguatu
1681,1,2,2015-12-17 12:55:00,Graduação,2018/2,E,Evadidos,42005,31,Dentro do prazo,4487,Parda,20152,42355,2680,42011,Bacharelado,2015,Bacharelado,CE,9500,42296.0,Diplomado,30 a 34 anos,M,42445.0,20151,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Iguatu
1682,1,1,2017-09-25 16:06:00,Graduação,2021/1,E,Evadidos,42742,22,Dentro do prazo,4487,Parda,20172,43003,2680,42742,Bacharelado,2017,Bacharelado,CE,9500,42996.0,Sisu,20 a 24 anos,F,43164.0,20172,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Várzea Alegre
1684,3,2,2017-06-27 13:03:00,Técnico,2017/2,E,Evadidos,42376,26,Dentro do prazo,4787,Parda,20171,42913,1040,42736,Subsequente,2016,Subsequente,CE,9207,42821.0,Seleção Técnico,25 a 29 anos,F,42996.0,20162,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1040,Iguatu,Não Retida,Iguatu
1685,5,5,2019-04-02 07:37:00,Técnico,2018/1,E,Evadidos,42736,25,Fora do prazo,4787,Parda,20191,43557,1040,43466,Subsequente,2017,Subsequente,CE,9207,43521.0,Seleção Técnico,25 a 29 anos,F,43696.0,20171,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1040,Iguatu,Retida,Jucás
1687,1,2,2019-04-05 08:31:00,Técnico,2019/2,E,Evadidos,43107,21,Dentro do prazo,4807,Parda,20182,43560,1200,43107,Subsequente,2018,Subsequente,CE,9226,43346.0,Seleção Técnico,20 a 24 anos,F,43521.0,20182,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),1200,Iguatu,Não Retida,Iguatu
1688,3,3,2019-11-07 10:08:00,Técnico,2019/2,E,Evadidos,43107,40,Dentro do prazo,4767,Preta,20192,43776,800,43472,Subsequente,2018,Subsequente,CE,9200,43696.0,Seleção Técnico,40 a 44 anos,M,43864.0,20182,3,0,Educação Profissional,Educação Profissional,Adulto (20 a 59 anos),800,Iguatu,Não Retida,Iguatu
1689,1,3,2018-04-13 11:57:00,Graduação,2020/2,E,Evadidos,42736,21,Dentro do prazo,4487,Parda,20171,43203,2680,42736,Bacharelado,2017,Bacharelado,CE,9500,42821.0,Sisu,20 a 24 anos,F,42996.0,20171,8,0,Regular,Regular,Adulto (20 a 59 anos),2680,Iguatu,Não Retida,Iguatu
1692,1,1,2018-03-22 20:09:00,Graduação,2022/1,E,Evadidos,43101,27,Dentro do prazo,7685,Branca,20181,43181,3160,43101,Licenciatura,2018,Licenciatura,CE,9409,43164.0,Sisu,25 a 29 anos,F,43346.0,20181,9,0,Regular,Regular,Adulto (20 a 59 anos),3160,Iguatu,Não Retida,Acopiara
1693,3,3,2017-04-18 17:50:00,Graduação,2019/1,E,Evadidos,42370,24,Dentro do prazo,6920,Parda,20171,42843,2360,42736,Tecnologia,2016,Tecnologia,CE,9306,42821.0,Sisu,20 a 24 anos,M,42996.0,20161,7,80,Regular,Regular,Adulto (20 a 59 anos),2440,Iguatu,Não Retida,Piquet Carneiro
